country,year,month,y_true,y_pred,pm25,pm10,no2,o3,co,dci,log_pm25,log_pm10,log_no2,log_o3,log_co,hei,obi,cop,sas,log_pm25_roll3,log_pm25_roll6,log_pm25_lag1,log_no2_roll3,log_no2_roll6,log_no2_lag1,hei_roll3,hei_roll6,hei_lag1,clean_cooking_access,electrification_rate,urban_population_pct
Myanmar,2023,8,47.0,43.99476,0.008511237,0.0030163662,0.053092804,-0.0029903953,-0.040448885,-8.720551e-05,0.000325458,0.00083652104,0.0047642617,-0.0015769319,-0.017278023,-0.0056169876,0.0008730055,-0.00033369748,-0.0043153707,-0.041360844,0.001702189,-0.013972879,5.7405963,1.4623802,0.080766745,0.00076554815,1.0270697,-0.0095319385,-0.14800079,0.64706486,-0.10353533
Myanmar,2023,9,47.0,43.99753,0.008531906,0.0028607817,0.053205498,-0.0030053067,-0.0389886,-8.720551e-05,0.000325458,0.00083652104,0.004769687,-0.0016575309,-0.017278023,-0.0056169876,0.0008730055,-0.00033369748,0.00112401,-0.041360844,0.0019728816,8.426006e-05,5.7173233,1.4619559,0.080807455,0.0007652006,1.0333619,-0.009531873,-0.1484798,0.64706486,-0.1040343
Myanmar,2023,10,47.0,43.99476,0.008524773,0.00300061,0.053131554,-0.004979992,-0.03997237,-8.911802e-05,0.000325458,0.00083652104,0.004806871,-0.0027887493,-0.017278023,-0.005615325,0.0008730055,-0.00033369748,-0.0047535235,-0.041360844,0.0022015353,-0.013972879,5.742324,1.4619719,0.08058401,0.00076554815,1.0288304,-0.0095312465,-0.14838792,0.64706486,-0.10346174
Myanmar,2023,11,47.0,43.99476,0.008650432,0.00300061,0.053191952,-0.004979992,-0.035180308,-8.911802e-05,0.000325458,0.00083652104,0.004806871,-0.0027887493,-0.017278023,-0.005615325,0.0008730055,-0.00033369748,-0.00476083,0.00152055,0.0021350463,0.00022863,5.6855474,1.4269902,0.080405265,0.00076554815,1.0586691,-0.0095312465,-0.14838792,0.64706486,-0.10335093
Myanmar,2023,12,47.0,43.99476,0.008650432,0.00300061,0.053191952,-0.004979992,-0.032877862,-8.911802e-05,0.000325458,0.00083652104,0.004806871,-0.0027887493,-0.017278023,-0.005615325,0.0008730055,-0.00033369748,-0.00476083,0.00152055,0.0021350463,-0.0029852022,5.6855474,1.4292926,0.080405265,0.00076554815,1.057278,-0.0095312465,-0.14838792,0.64706486,-0.10335093
Philippines,2022,8,39.5,35.44231,0.017789181,0.008718342,-0.061905738,0.0026632636,-0.0560286,0.001900027,0.00042867518,0.0020565225,-0.0012707108,-0.0024605459,-0.03287562,-0.002057968,0.0036026507,5.6956116e-05,-0.006187154,0.0056821913,0.00512874,-0.002502362,-1.1480021,-0.3014086,0.019402506,0.00053810986,0.8133745,-0.0037135885,-0.4088159,1.3099546,-0.073804274
Philippines,2022,9,39.5,37.418247,0.016369207,0.008329588,0.08477713,0.007524768,-0.06269212,-0.00011415014,0.00042394552,0.0020998793,0.0045462963,-0.0010060531,-0.032118976,-0.0029989225,0.001160344,5.6956116e-05,-0.005747791,0.0039099245,-0.0039550955,-0.0007462874,-1.1484796,1.3837267,0.04276878,0.0020711108,1.0360017,-0.0034113158,-0.3797587,1.1674927,-0.054027252
Philippines,2022,10,39.5,37.083454,0.01497033,0.008314726,-0.02648198,-0.00015492586,-0.07898505,-0.00011415014,0.00042894328,0.0020998793,0.00310336,-0.0028904318,-0.031793315,-0.002808002,0.001160344,5.6956116e-05,-0.006006297,0.0039853263,-0.0039385497,0.002659048,-1.1609299,1.3007307,-0.013220846,0.0010587235,1.0284797,-0.008644532,-0.38328367,1.1431417,-0.059518512
Philippines,2022,11,39.5,36.949318,0.017091757,0.008376005,-0.06389658,0.0005386304,-0.07612251,-0.000118455326,0.00042894328,0.0020998793,-0.00039802297,-0.0026330485,-0.032118976,-0.002808002,0.0011447342,5.6956116e-05,-0.00610492,0.002332875,-0.00440938,-0.0005691457,-1.1600975,1.3031696,-0.09866318,0.001321311,0.99415475,-0.0063045695,-0.38302025,1.1639982,-0.060162924
Philippines,2022,12,39.5,37.195427,0.017188968,0.008376005,-0.06438094,0.0018954235,-0.07751491,-0.000118455326,0.00042894328,0.0020998793,-0.0009956427,-0.0024392542,-0.032118976,-0.002808002,0.0011447342,5.6956116e-05,-0.0039906376,0.0023096283,-0.00440938,0.0024913526,-1.1472768,1.3789201,0.040562544,0.0016052196,1.0064285,-0.0066104075,-0.38129255,1.1639982,-0.060162924
Philippines,2023,1,39.5,37.283455,0.016386712,0.008314726,-0.026201298,0.0023238126,-0.07083417,-0.000112237634,0.00042894328,0.0020998793,0.0031069876,-0.0024626176,-0.032118976,-0.002808002,0.001160344,5.6956116e-05,0.0015513336,0.004140684,-0.0038423392,0.0023232808,-1.1481867,1.3794122,0.041722815,0.0020711108,1.0350871,-0.007340937,-0.3831536,1.1674927,-0.059199885
Philippines,2023,2,39.5,37.229774,0.027877958,0.009923485,-0.026717823,0.06978991,-0.0850634,-0.00011415014,0.00042894328,0.0020998793,0.0027341354,0.031027397,-0.032118976,-0.002808002,0.0076747015,5.6956116e-05,0.008445057,0.003953288,-0.0040355143,0.002553882,-1.1620237,1.3059521,-0.09595452,0.0009670482,1.0928358,-0.008685155,-0.37903085,1.1674927,-0.059518512
Philippines,2023,3,39.5,43.08774,0.021774324,0.0048065702,0.090380944,0.07976399,-0.04049231,-0.0001060031,0.00039252703,0.0016386998,0.0039650863,0.029035294,-0.027446697,-0.0043893475,0.011423118,-0.00033369748,-0.0055285874,0.0013295132,-0.004720828,-0.0026869406,4.669505,1.3317785,-0.037481233,0.0005745862,1.1131784,-0.005932417,-0.24128708,0.7697523,-0.023206117
Philippines,2023,4,39.5,43.309006,0.038770642,0.0047615143,-0.016208332,0.08493722,-0.040562306,-0.00011415014,0.00037178342,0.0016386998,0.0020129757,0.03181495,-0.025315212,0.058398165,0.012341523,-0.00022913152,0.04749209,0.001792828,-0.0045866263,0.00045062182,4.6881175,1.3249025,0.12719345,0.0005745862,1.143559,-0.008646164,-0.24368769,0.74810076,-0.020905484
Philippines,2023,5,39.5,44.27512,0.021564607,0.0047965865,0.09073796,0.085369326,-0.034301292,-8.911802e-05,0.00039252703,0.0016386998,0.004654022,0.031058934,-0.017466731,-0.004314425,0.011187126,-0.00033369748,-0.0046882024,0.0017310171,0.001246792,-0.0013571834,5.677875,1.3371724,-0.033781797,0.0006251528,1.1856049,0.107633136,-0.1919049,0.6714123,-0.023389667
Philippines,2023,6,39.5,42.885174,0.010057189,0.0031831942,-0.016323738,-0.005079985,-0.040431105,-0.00011415014,0.0003975248,0.0016386998,0.0022180644,-0.0029269245,-0.026792264,-0.0041702683,0.0008730055,-0.00022913152,-0.005007447,0.0016838999,-0.004518167,-0.0029601306,4.6488857,1.3254197,0.12225877,0.0006662615,1.0483127,-0.008644532,-0.24411607,0.74956244,-0.02070843
Philippines,2023,7,39.5,43.85643,0.012539639,0.003240412,0.08886394,-0.003922349,-0.03478319,-9.726506e-05,0.00039252703,0.0016386998,0.003312951,-0.0025835545,-0.017466731,-0.004373024,0.0008730055,-0.00022913152,-0.0025072964,0.0018416081,-0.003213919,-0.0029112916,5.6728206,1.3294427,-0.037575938,0.0006662615,1.0500216,-0.0072728423,-0.19184773,0.6714123,-0.023889922
Philippines,2023,8,39.5,44.035843,0.010013935,0.003119172,0.085779235,-0.0029288838,-0.034840144,-8.720551e-05,0.000424925,0.0012570943,0.004670042,-0.0008432549,-0.017278023,-0.005602945,0.0010267977,-0.00033369748,0.05380165,0.0016465626,0.0019728816,-0.002898152,5.660225,1.4174194,0.0481926,0.0007601433,1.0381781,-0.0077322167,-0.1958621,0.64706486,-0.023339404
Philippines,2023,9,39.5,43.99444,0.010382932,0.003240412,0.050843414,-0.0051108575,-0.038457714,-9.726506e-05,0.000424925,0.0012570943,0.0036777712,-0.0027927002,-0.017278023,-0.005600802,0.0008730055,-0.00022913152,-0.0025072964,0.00152055,0.0019585337,-0.013909939,5.6891637,1.413745,0.08047988,0.0006662615,1.0444065,-0.009226582,-0.18983643,0.6470612,-0.02225349
Philippines,2023,10,39.5,43.80575,0.010098886,0.003240412,-0.06267132,-0.0053984835,-0.04020248,-9.726506e-05,0.00042115457,0.0012570943,0.0026781787,-0.002882803,-0.017278023,-0.005369931,0.0008730055,-0.00022913152,-0.005171655,0.0014679587,0.0022015353,-0.0028554108,5.666549,1.418837,0.047663044,0.0006662615,1.0216931,-0.0074802134,-0.1913671,0.6470612,-0.02998992
Philippines,2023,11,39.5,43.02387,0.011497548,0.0031831942,0.087877,-0.0038686632,-0.04162708,-0.000112237634,0.0003915232,0.0012570943,0.0035432682,-0.002651142,-0.027254876,-0.0055779153,0.0008730055,-0.00022913152,-0.00511888,0.0010312288,-0.004110044,-0.00012545282,4.659783,1.4405059,-0.005034483,0.0016786488,1.051996,-0.007406789,-0.23828164,0.7739135,-0.024301324
Philippines,2023,12,39.5,43.024677,0.009892572,0.0032796126,0.08871999,-0.0048927125,-0.04596971,-0.00010409059,0.0003915232,0.0012570943,0.004262471,-0.0028432622,-0.026929215,-0.0055639655,0.0008730055,-0.00033369748,0.0013486319,-0.041648317,-0.003973455,-0.00014136598,4.6931276,1.454776,0.04806328,0.0006659139,1.0252104,-0.00915045,-0.24390663,0.74956244,-0.023344424
